methode,fraction_labels,nombre_labels,seed,loss_train,accuracy_train,accuracy_evaluation,ensemble_evaluation,duree_secondes
supervise_from_scratch,0.01,450,42,0.00798024362574021,1.0,0.3943,test,72.30929830000969
supervise_from_scratch,0.1,4500,42,0.0028287668745550845,0.9997777777777778,0.6978,test,194.7215739999956
supervise_from_scratch,1.0,45000,42,0.0014029269959984555,1.0,0.9316,test,1413.5541024999984
supervise_from_scratch,0.01,450,123,0.009526930273407036,1.0,0.3898,test,61.572225299983984
supervise_from_scratch,0.1,4500,123,0.0021532595672955116,1.0,0.7087,test,180.57021710000117
supervise_from_scratch,1.0,45000,123,0.0013662891678926019,0.9999777777777777,0.9304,test,2104.3262327999983
supervise_from_scratch,0.01,450,2026,0.007909373024271594,1.0,0.4014,test,832.6279245000042
supervise_from_scratch,0.1,4500,2026,0.0028939252466791206,1.0,0.701,test,5055.930081800005
supervise_from_scratch,1.0,45000,2026,0.0014206504369154572,1.0,0.9318,test,11913.991318099987
