methode,fraction_labels,nombre_labels,seed,loss_train,accuracy_train,accuracy_evaluation,ensemble_evaluation,duree_secondes
finetuning_simclr,0.1,4500,42,0.004080941140237782,1.0,0.8352,validation,208.30155359998753
