methode,fraction_labels,nombre_labels,seed,loss_train,accuracy_train,accuracy_evaluation,ensemble_evaluation,duree_secondes
supervise_from_scratch,0.1,4500,42,0.21129433851771884,0.9442222222222222,0.6664,validation,164.8060681000061
