methode,fraction_labels,nombre_labels,seed,loss_train,accuracy_train,accuracy_evaluation,ensemble_evaluation,duree_secondes
supervise_from_scratch,0.1,4500,42,0.49356423558129203,0.8442222222222222,0.606,validation,217.85945899999933
