epoch,loss,top1_positif,learning_rate,duree_secondes,vram_pic_mo
1.0,4.948264268728403,0.41787860576923075,2.9999999999999997e-05,48.38945949997287,1375.83740234375
2.0,4.661903112362593,0.6575420673076923,5.699999999999999e-05,31.643201600003522,1374.83740234375
3.0,4.592306129749005,0.7608072916666667,8.4e-05,31.73447950000991,1374.83740234375
4.0,4.564238721896441,0.8060596955128205,0.00011099999999999999,31.74575719999848,1374.83740234375
5.0,4.540727312136919,0.8412560096153846,0.000138,31.70906439999817,1374.83740234375
6.0,4.524429225921631,0.8646834935897436,0.000165,31.736871800007066,1374.83740234375
7.0,4.509727641863701,0.8824719551282051,0.00019199999999999998,31.703472199995304,1374.83740234375
8.0,4.498906605060284,0.8941806891025641,0.00021899999999999998,31.807499900023686,1374.83740234375
9.0,4.491892552987123,0.9030348557692308,0.000246,31.593685200001346,1374.83740234375
10.0,4.486598484332745,0.9073217147435897,0.000273,31.423860399983823,1374.83740234375
11.0,4.479093099251772,0.9156650641025641,0.0003,31.405173100007232,1374.83740234375
12.0,4.472352306659405,0.9225460737179487,0.0002999089286393548,31.409672300011152,1374.83740234375
13.0,4.4667054518675195,0.9264423076923077,0.00029963582551384367,31.45298639999237,1374.83740234375
14.0,4.46072765252529,0.9325320512820513,0.0002991810233575568,31.561170899978606,1374.83740234375
15.0,4.458274829082,0.933984375,0.0002985450762768647,31.446909999998752,1374.83740234375
16.0,4.4537894004430525,0.936348157051282,0.00029772875907532504,31.38114750001114,1374.83740234375
17.0,4.448244126637777,0.9422375801282051,0.00029673306630970386,31.352431400009664,1374.83740234375
18.0,4.4475377205090645,0.9427283653846154,0.00029555921107826135,31.358773200016003,1374.83740234375
19.0,4.443333973028721,0.9444411057692308,0.00029420862354277857,31.425257599999895,1374.83740234375
20.0,4.440918479821621,0.9474659455128205,0.00029268294918612537,31.45538800000213,1374.83740234375
21.0,4.439664310064071,0.9470252403846153,0.0002909840468074932,31.434891299984884,1374.83740234375
22.0,4.436804629594851,0.9499198717948718,0.00028911398625773463,31.528939200012246,1374.83740234375
23.0,4.434532962701259,0.9510116185897436,0.0002870750459175687,31.485094200004824,1374.83740234375
24.0,4.432059324704683,0.9531450320512821,0.00028486970992172534,31.46247699999367,1374.83740234375
25.0,4.429344876607259,0.9549679487179488,0.00028250066513240947,31.422140899987426,1374.83740234375
26.0,4.428440125783284,0.9547576121794872,0.0002799707978657735,31.43549639999401,1374.83740234375
27.0,4.427341334025065,0.9565304487179487,0.00027728319037538556,31.363441900000907,1374.83740234375
28.0,4.426301454886412,0.9555989583333333,0.0002744411170969786,31.42688630000339,1374.83740234375
29.0,4.42296990614671,0.9583133012820513,0.0002714480406590545,31.45858910001698,1374.83740234375
30.0,4.4231101574041904,0.9578826121794872,0.00026830760766420483,31.441222900000867,1374.83740234375
31.0,4.422216552343124,0.9587840544871795,0.0002650236442462871,31.444207300024573,1374.83740234375
32.0,4.4206468264261884,0.9596254006410256,0.0002616001514088703,31.367622399993706,1374.83740234375
33.0,4.420386991745386,0.9594350961538461,0.00025804130015062823,31.362152600020636,1374.83740234375
34.0,4.417635871202518,0.9619190705128206,0.00025435142638361997,31.37792540001101,1374.83740234375
35.0,4.416761919168326,0.9625,0.00025053502565064917,31.445858999999473,1374.83740234375
36.0,4.41611322256235,0.961748798076923,0.0002465967476481375,31.371347699983744,1374.83740234375
37.0,4.414934285481771,0.9635516826923077,0.00024254139056118575,31.457551499974215,1374.83740234375
