methode,fraction_labels,nombre_labels,seed,loss_train,accuracy_train,accuracy_evaluation,ensemble_evaluation,duree_secondes
supervise_from_scratch,0.1,4500,42,0.022299032115274005,0.9997777777777778,0.654,validation,193.69343980000122
