methode,fraction_labels,nombre_labels,seed,loss_train,accuracy_train,accuracy_evaluation,ensemble_evaluation,duree_secondes
supervise_from_scratch,0.1,4500,42,0.0037876075129542087,1.0,0.6884,validation,165.10271920001833
